Title,Form-factor,Category of BCI,reality factor,neurafictionality,neuroptimism,BCI forecast,Near Future,prediction,,Name of BCI,Image,Cover,Date,Type of Media (tentative),Utopia/Dystopia - tech-wise,Level of invasiveness,Description,Keywords,Author/Directed by,Distributed by,Production Company,Link,Publisher (Novels/Games),Quotes,Notes,Year,Utopia/Dystopia in the media,years since publication,RF: advertisement,RF: communication,RF: consciousness,RF: control of the user,RF: dreams,RF: emotions,RF: knowledge upload,RF: linking,RF: memory,RF: perception,RF: practical,RF: reading thoughts,RF: reality,RF: recording brain activity,RF: rehabilitation,RF: robot/object control,RF: sensation,RF: stimulation,RF: storage,RF: telepathy,RF: termination,RF: tracking,RF: transfer,prediction,BCIF: communication,NF: communication,TO: communication,reality factor check,,,,,,,,,,,,,,Category,reality factor,neurafictionality,neuro-optimism,BCI forecast,,Total Works
Upload,"MRI, chair, glasses, headset, software, tool",consciousness transfer,0.019607843,0.013245033,0.675496689,102,100,2121,,Horizen System,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/200501-upload-robbie-amell-ac-911p.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/MV5BNDVlY2IyZGMtOTJmMy00MGU1LWI1YmMtNmVkYTRkYjllNGQzXkEyXkFqcGdeQXVyODg2MjA0ODE._V1_.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/uplo_s2_ut_201_210128_henlia_00177rc.jpg",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/p18175990_b_v13_ab.jpg,1-Jan-20,TV Series,"dystopia, utopia",Non-invasive,Uploading consciousness into computer for an afterlife experience.,"XR, consciousness, digital clones, eternal life, hologram",Greg Daniels,Amazon Prime Video,"3 Arts Entertainment, Amazon Studios, Deedle-Dee Productions",,,,,2020,"Dystopia, Utopia",2,,,0.019607843,,,,,,,,,,,,,,,,,,,,0.019607843,2121,,,,0.019607843,,,,,,,,,,,,,,,,,,,,
Accelerando,N/A,consciousness transfer,0.145299145,0.102409639,0.704819277,117,100,2121,,,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/155455.jpg,1-Jan-05,Short Story,"dystopia, utopia",N/A,Uploading consciousness into computer,consciousness,Charles Stross,,,,Orbit,,,2005,"Dystopia, Utopia",17,,,0.145299145,,,,,,,,,,,,,,,,,,,,0.145299145,2121,,,,0.145299145,,,,,,,,,,,,,,,,,,,,
Learning to be me (Axiomatic) ,implant,"consciousness transfer, reading thoughts, recording brain activity",0.177631579,0.153409091,0.863636364,152,125,2146,,jewel,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/AxiomaticEgan%201.jpg,1-Jan-95,Short Story,"dystopia, utopia",Invasive,"neural implant called a ""jewel""—a small computer inserted into the brain at birth that monitors its activity in order to learn how to mimic its behavior. By the time one reaches adulthood, the jewel's simulation is a near-perfect predictor of the brain's activity, and the jewel is given control of the person's body while the redundant brain is discarded. In this way, people with the jewel can eliminate the cognitive decline associated with aging by implementing their minds on a machine. Also, by transplanting the jewels into cloned bodies genetically altered to develop without brains, they can live youthfully forever.","clones, eternal life, stimulations",Greg Egan,,,,HarperPrism,,,1995,"Dystopia, Utopia",27,,0.177631579,0.177631579,,,,,,,,0.177631579,0.177631579,,0.177631579,,,,,,,,,0.177631579,2146,152,0.153409091,0.863636364,0.177631579,,,,,,,,,,,,,,,,,,,,
Closer (Axiomatic),implant,"consciousness transfer, reading thoughts, recording brain activity",0.177631579,0.153409091,0.863636364,152,125,2146,,jewel,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/AxiomaticEgan%201.jpg,1-Jan-95,Short Story,"dystopia, utopia",Invasive,"neural implant called a ""jewel""—a small computer inserted into the brain at birth that monitors its activity in order to learn how to mimic its behavior. By the time one reaches adulthood, the jewel's simulation is a near-perfect predictor of the brain's activity, and the jewel is given control of the person's body while the redundant brain is discarded. In this way, people with the jewel can eliminate the cognitive decline associated with aging by implementing their minds on a machine. Also, by transplanting the jewels into cloned bodies genetically altered to develop without brains, they can live youthfully forever.
in ""Closer"" a couple arranges to have the internal states of their jewels gradually made more similar so they can temporarily become a single person.","clones, eternal life, stimulations",Greg Egan,,,,HarperPrism,,same as the previous one,1995,"Dystopia, Utopia",27,,0.177631579,0.177631579,,,,,,,,0.177631579,0.177631579,,0.177631579,,,,,,,,,0.177631579,2146,152,0.153409091,0.863636364,0.177631579,,,,,,,,,,,,,,,,,,,,
Permutation City,tool,"XR, consciousness transfer",0.183006536,0.15819209,0.86440678,153,125,2146,,Copies,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/PermutationCity(1stEd).jpg,1-Jan-94,Novel,"dystopia, utopia",N/A,"Within the story, ""Copies"" – digital renderings of human brains with complete subjective consciousness, the technical descendants of ever more comprehensive medical simulations – live within VR environments after a process of ""scanning"". Copies are the only objects within VR environments that are simulated in full detail, everything else being produced with varying levels of generalisation, lossy compression, and hashing at all times.","XR, digital clones, medical",Greg Egan,,,,Night Shade,,,1994,"Dystopia, Utopia",28,,,0.183006536,,,,,,,0.183006536,,,0.183006536,,,,,,,,,,0.183006536,2146,,,,0.183006536,,,,,,,,,,,,,,,,,,,,
A Kidnapping (Axiomatic),N/A,consciousness transfer,0.177631579,0.153409091,0.863636364,152,125,2146,,,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/AxiomaticEgan%202.jpg,1-Jan-95,Short Story,"dystopia, utopia",N/A,"People wishing to upload themselves into computer simulations to avoid death are periodically scanned so that a recent copy of the individual can be simulated in the event of death. Due to limited computing resources, however, uploaded people are simulated slower than their physical counterparts, making communication between them difficult.","eternal life, simulations",Greg Egan,,,,HarperPrism,,,1995,"Dystopia, Utopia",27,,,0.177631579,,,,,,,,,,,,,,,,,,,,0.177631579,2146,,,,0.177631579,,,,,,,,,,,,,,,,,,,,
Aristoi,implant,"consciousness transfer, linking",0.193548387,0.167597765,0.865921788,155,125,2146,,daimones,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Aristoi(1stEd).jpg,1-Jan-92,Novel,"dystopia, utopia",Invasive,"The Aristoi can split their minds into daimones, or ""limited personalities"", all which can operate as independent mental entities guided by the will of the main 'self' of the Aristos. There are several rituals designed to bring the main personality into contact with his own daimones and establish organization and control among them. In virtual reality, deployed through an implanted brain-computer interface, these selves can even be manifested as distinct individuals. The daimones can work on various projects independently without using the body, so that many things can be accomplished in a fraction of the time it would take a single-minded person to do them.",XR,Walter Jon Williams,,,,Tor Books,,,1992,"Dystopia, Utopia",30,,0.193548387,0.193548387,,,,,0.193548387,,,,,,,,,,,,,,,0.193548387,2146,155,0.167597765,0.865921788,0.193548387,,,,,,,,,,,,,,,,,,,,
Futurama,tool,consciousness transfer,0.087591241,0.074534161,0.850931677,137,125,2146,,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/IMG_1419.jpg,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/71ESCNMNE1L._SL1272_%201.jpg,1-Jan-10,sitcom,dystopia,Non-invasive,"a machine that allows users to switch minds so that they may each pursue their lifelong dreams. However, they learn that the machine cannot be used twice on the same pairing of bodies. To try to return to their rightful bodies, they involve the rest of the crew in the mind switches, leaving each member free to pursue their own personal endeavors in a different crew member's body.",,Matt Groening,20th Television,"20th Century Fox Television, Rough Draft Studios, The Curiosity Company",,,,,2010,Dystopia,12,,,0.087591241,,,,,,,,,,,,,,,,,,,,0.087591241,2146,,,,0.087591241,,,,,,,,,,,,,,,,,,,,
Transcendence,"helmet, tool","consciousness transfer, control of the user, linking",0.060150376,0.050955414,0.847133758,133,125,2146,,,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/transcendence-movie.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/hqdefault%201.jpg",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/0bd911bea9eea9571aad6fac06001fec.jpg,1-Jan-14,Movie,"dystopia, utopia",Non-invasive,upload consciousness into the quantum computer. Consciousness survives body's death in this technological form and requests to be connected to the Internet to grow in capability and knowledge. It displays the ability to remotely connect to and control people's minds after they have been subjected to his nanoparticles.,consciousness,"Jack Paglen, Wally Pfister","Summit Entertainment, Warner Bros. Pictures","Alcon Entertainment, DMG Entertainment",,,,,2014,"Dystopia, Utopia",8,,0.060150376,0.060150376,0.060150376,,,,0.060150376,,,,,,,,,,,,,,,0.060150376,2146,133,0.050955414,0.847133758,0.060150376,,,,,,,,,,,,,,,,,,,,
Chappie,helmet,consciousness transfer,0.053030303,0.044871795,0.846153846,132,125,2146,,MOOSE,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/gtcCExqkieSx.jpg,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Chappie_poster.jpg,1-Jan-15,Movie,"dystopia, utopia",Non-invasive,transfer of consciousness via helmet,consciousness,Neill Blomkamp,Sony Pictures Releasing,"Columbia Pictures, Marvel Comics",,,,,2015,"Dystopia, Utopia",7,,,0.053030303,,,,,,,,,,,,,,,,,,,,0.053030303,2146,,,,0.053030303,,,,,,,,,,,,,,,,,,,,
Doctor Who,N/A,"brain transfer, consciousness transfer",0.309392265,0.273170732,0.882926829,181,125,2146,,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Cyberman_2020_redesign.jpg,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/41YCq78AfgL._AC_.jpg,1-Jan-66,"Anime, Movie, Novel, TV Series, comics, game","dystopia, utopia",N/A,Cybermen successfully convert much of the world's population by placing their human brains into robotic shells.,,"Donald B. Wilson, Sydney Newman",BBC,BBC,,,,,1966,"Dystopia, Utopia",56,,,0.309392265,,,,,,,,,,,,,,,,,,,,0.309392265,2146,,,,0.309392265,,,,,,,,,,,,,,,,,,,,
Rise 2: Resurrection,N/A,consciousness transfer,0.17218543,0.148571429,0.862857143,151,125,2146,,,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Rise_2_cover.jpg,1-Jan-96,game,"dystopia, utopia",N/A,"The cyborg Coton from Rise of the Robots defeated his opponents and faced the Supervisor, who used her morphing ability to defeat him and assimilate him into her own consciousness. Coton's thought patterns were cloned and used to bolster the artificial intelligence of the Supervisor, who used fragments of his conscious in selected robots to imbue them with the ability to improve upon their own design.",,Mirage,,"Absolute Entertainment, Acclaim Entertainment, Time Warner Interactive",https://en.wikipedia.org/wiki/Rise_of_the_Robots,,,,1996,"Dystopia, Utopia",26,,,0.17218543,,,,,,,,,,,,,,,,,,,,0.17218543,2146,,,,0.17218543,,,,,,,,,,,,,,,,,,,,
Rise of the Robots,N/A,consciousness transfer,0.183006536,0.15819209,0.86440678,153,125,2146,,,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Rise_of_the_Robots_Cover_art.jpg,1-Jan-94,game,"dystopia, utopia",N/A,"it has an organic, human brain. Coton sets out on a lone mission to neutralise the Supervisor and her insurgent robots from within. He does this in revenge for his ""father"" being ""murdered""—Coton's human brain was cloned from the late CEO, and the cyborg thinks like a human, and has emotions.",,Mirage,,Acclaim Entertainment,https://en.wikipedia.org/wiki/Rise_2:_Resurrection,,,,1994,"Dystopia, Utopia",28,,,0.183006536,,,,,,,,,,,,,,,,,,,,0.183006536,2146,,,,0.183006536,,,,,,,,,,,,,,,,,,,,
True Names,N/A,consciousness transfer,0.290780142,0.215789474,0.742105263,141,100,2121,,,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/True_names.cover.jpg,1-Jan-81,Novel,"dystopia, utopia",N/A,"transfer of consciousness to computer, powered by AI",consciousness,Vernor Vinge,,,,Dell Publishing,,,1981,"Dystopia, Utopia",41,,,0.290780142,,,,,,,,,,,,,,,,,,,,0.290780142,2121,,,,0.290780142,,,,,,,,,,,,,,,,,,,,
Schismatrix,N/A,consciousness transfer,0.228395062,0.198924731,0.870967742,162,125,2146,,wirehead,,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Schismatrix(1stEd).jpg,1-Jan-85,Novel,"dystopia, utopia",N/A,"""wirehead"" is the Mechanist term for a human who has given up corporeal existence and become a computer simulation.",,Bruce Sterling,,,,Arbor House Publishing Company,,,1985,"Dystopia, Utopia",37,,,0.228395062,,,,,,,,,,,,,,,,,,,,0.228395062,2146,,,,0.228395062,,,,,,,,,,,,,,,,,,,,
American Dad!,helmet,consciousness transfer,0.115044248,0.080246914,0.697530864,113,100,2121,,Mind Transfer Gear ,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Catbrain.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/AdBrainsBrains1-2.jpg",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/American_Dad_volume_5.jpg,1-Jan-09,sitcom,"dystopia, utopia",Non-invasive,The hero uses the mind transfer gear to go into Roger's unconscious mind to bring him back to consciousness,,"Matt Weitzman, Mike Barker, Seth MacFarlane","20th Television, Fox","20th Television, Fuzzy Door Productions",,,,,2009,"Dystopia, Utopia",13,,,0.115044248,,,,,,,,,,,,,,,,,,,,0.115044248,2121,,,,0.115044248,,,,,,,,,,,,,,,,,,,,
Johnny Mnemonic,implant,"cerebral defense, reality, storage",0.350649351,0.153409091,0.4375,77,50,2071,,,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-19_at_5.21.44_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Screen_Shot_2021-06-19_at_5.21.49_PM.png, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/5cf03df23a566.jpg",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/91UimWQ1tcL._SL1500_.jpg,1-Jan-95,Movie,utopia,Invasive,"data storage device implanted in the user's brain, allowing him to discreetly carry information too sensitive to transfer across the Net, the virtual-reality equivalent of the Internet. Uploading
data is a process that involves plugging a small cable directly into the skull and donning some protective gear to avoid damage during the very painful procedure. ",XR,"Robert Longo, William Gibson",Tri-Star Pictures,Alliance Communications,,,,,1995,Dystopia,27,,,,,,,,,,0.350649351,,,0.350649351,,,,,,0.350649351,,,,,2071,,,,0.350649351,,,,,,,,,,,,,,,,,,,,
Star Trek: First Contact,implant,storage,0.206349206,0.148571429,0.72,126,100,2121,,neural processor,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Borg_neural_processor.jpg,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/MV5BYTllZjRkY2QtYTJlMy00ZTMxLWE0YWQtMWMwYzY2YTM3YzRjXkEyXkFqcGdeQXVyNTAyODkwOQ._V1_.jpg,1-Jan-96,"Anime, Movie, comics, game","dystopia, utopia",Invasive,A neural processor was a device implanted in the nervous system of every Borg drone containing a record of all the information received from the Collective.,,Jonathan Frakes,Paramount Pictures,Paramount Pictures,,,,,1996,"Dystopia, Utopia",26,,,,,,,,,,0.206349206,,,,,,,,,0.206349206,,,,,2121,,,,0.206349206,,,,,,,,,,,,,,,,,,,,
H+ : the digital series,implant,"knowledge upload, linking, robot/object control, storage",0.090909091,0.062893082,0.691823899,110,100,2121,,H+ implant,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/MV5BNzUwYzIxMjAtYjA5ZC00YTBlLWE4OGUtMDU5MGU1M2U1MWQ0XkEyXkFqcGdeQXVyNTM3MDMyMDQ._V1_FMjpg_UX500_.jpg,Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/MV5BMTQ2Njc1ODA4OF5BMl5BanBnXkFtZTgwOTUwODUzNDE._V1_FMjpg_UY864_.jpg,1-Jan-12,Web Series,"dystopia, utopia",Invasive,"This device is a nanoscopic, neuroprosthetic brain-computer interface, developed by HPlus Nano Teoranta, that provides a human brain with a computer's storage and data retrieval, a wireless connection to the internet, and a heads up display/operating system that the user ""sees"" in their own visual field and interacts with using their hands or thoughts.",,John Cabrera,Warner Bros. Digital Distribution,"Bad Hat Harry, Warner Premiere Digital",,,,,2012,"Dystopia, Utopia",10,,0.090909091,,,,,0.090909091,0.090909091,,0.090909091,,,,,,0.090909091,,,0.090909091,,,,,2121,110,0.062893082,0.691823899,0.090909091,,,,,,,,,,,,,,,,,,,,
Altered Carbon,implant,"consciousness transfer, storage",0.166666667,0.118343195,0.710059172,120,100,2121,,Cortical stack,"Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/abf767b8d274ba9025f89589f4a62340_preview_featured.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/Stacks-are-inserted-into-the-back-of-the-neck-in-Altered-Carbon-1227423.jpg, Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/cortical.jpg",Sci-Fi%20Table_copy_07052022%20140058b1791b419894779170b29d1271/S1_AC_Poster1.jpg,1-Jan-02,"Novel, TV Series","dystopia, utopia",Invasive,"Cortical Stacks serve as a receptacle for the human consciousness or Digital Human Freight (D.H.F.). All citizens within the Protectorate have a cortical stack implanted when they are one year old. Cortical Stacks are composed of a non-terrestrial metal left by an Alien civilization, along with astrogation charts mapping several habitable planets within the galaxy. Cortical Stacks were originally developed as a means of interstellar travel to reach these planets. By downloading the human consciousness, they were able to transmit it to a waiting body or ""Sleeve"" on a distant planet. This method of transmitting consciousness off-world, called Needlecasting, allowed instant travel to anywhere in the Settled Worlds that otherwise would take centuries to reach by traditional means.
Over time, this technology would become a method of immortality for those who could afford it. Placing the dead in new bodies, called ""Re-sleeving"", can be accomplished by simply downloading consciousness in a new Sleeve after death as long as the Cortical Stack is intact after sleeve-death. Citizens who cannot afford re-sleeving or do not want to be re-sleeved, have their Cortical Stacks placed in a storage facility after sleeve-death, where they can remain indefinitely.
Because of the nominal ability to revive anyone who dies, sleeve-death, so long as the cortical stack remained intact, was reduced to a lower level of legal concern, akin to property damage. Only if the stack was destroyed was such considered death or, if the result of violence, murder. It became common practice for the state to guarantee re-sleeving for victims of accidents or crimes, should they not specify their objection to being re-sleeved, although this re-sleeving was often done using whatever sleeves were available, regardless of quality or appropriateness, unless the individual had made other, usually extremely expensive, prior arrangements.
Care must be taken to avoid real death, as anything from blunt trauma to energy weapons fired at the stack (known as slagging) can destroy the stack.",consciousness,Richard K. Morgan,Netflix,"Phoenix Pictures, Virago Pictures",,Gollancz,"This is a cortical stack. As Protectorate citizens, we each have one implanted when we are one year old. Inside is pure human mind, coded and stored as DHF: Digital Human Freight. Your consciousness can be downloaded into any stack, in any sleeve. You can even needlecast in minutes to a sleeve anywhere in the Settled Worlds. A sleeve is replaceable. But if your stack is destroyed, you die. There's no coming back from real death. So, avoid blunt force trauma to the base of the brain and energy weapons fired at the head.",,2002,"Dystopia, Utopia",20,,,0.166666667,,,,,,,0.166666667,,,,,,,,,0.166666667,,,,0.166666667,2121,,,,0.166666667,,,,,,,,,,,,,,,,,,,,
