Title,Name of BCI,Form-factor,Category of BCI,Date,Type of Media (tentative),Utopia/Dystopia - tech-wise,Level of invasiveness,reality factor,neurafictionality,neuroptimism,BCI forecast,Description,Keywords,Author/Directed by,Distributed by,Production Company,Near Future,Year,Utopia/Dystopia in the media,years since publication,prediction
"Black Mirror, SP White Christmas",Cookie,"hologram, tool",consciousness transfer,1-Jan-16,TV Series,"dystopia, utopia",N/A,0.056603774,0.038709677,0.683870968,106,"A “Cookie” is a small-scale simulation of a person’s consciousness. The cookie computer chip is temporarily implanted into a person’s brain, where it copies their consciousness, and is then removed and placed in small, egg-shaped computer. It’s essentially an artificial intelligence, but it believes it is the person from whom the cookie was copied, which pretty much makes it a person itself. Cookies are used as personal assistants in smart homes, but in order for them to be effective, their will has to be broken. That’s done by adjusting controls that affect how the AI experiences time, causing the consciousness to be trapped and isolated for what can feel like weeks or years, when only a few seconds or minutes passes in the real world.
Cookies also apparently have other purposes. In the “Black Mirror” special episode, a cookie copy of a person is interrogated in order to coerce a confession for a murder, without the consent of the real person who was accused of committing it.","consciousness, emulation",Carl Tibbetts,"Endemol Shine UK, Netflix","House of Tomorrow, Zeppotron",100,2016,Dystopia,6,2121
"Black Mirror, S3 EP ""San Junipero""",San Junipero,N/A,"consciousness transfer, knowledge upload",1-Jan-16,TV Series,utopia,N/A,0.056603774,0.038709677,0.683870968,106,"A digitizing process that can upload the consciousness of a person into the simulation permanently, outside of their physical body. The idea is that the elderly and dying can be uploaded into the simulation to effectively live forever, even after their bodies have died.",consciousness,Owen Harris,"Endemol Shine UK, Netflix","House of Tomorrow, Zeppotron",100,2016,Utopia,6,2121
The Ship Who Sang,Brainship,implant,"consciousness transfer, linking",1-Jan-69,Novel,"dystopia, utopia",,0.4140625,0.262376238,0.633663366,128,"A brainship is made by inserting the disembodied brain and nervous system or malformed body of a human being into a life-support system, and connecting it surgically to a series of computers via delicate synaptic connections.
The brain ""feels"" the ship (or any other connected peripherals) as part of its own body.",,Anne McCaffrey,,,75,1969,"Dystopia, Utopia",53,2096
Futurama,,helmet,consciousness transfer,1-Jan-12,sitcom,"dystopia, utopia",Non-invasive,0.090909091,0.062893082,0.691823899,110,"tapping into the Matrix idea of bodies being used for batteries, the older people that stayed at this ‘Near-Death Star’ where hooked to wires pushing their consciousness into a computer generated environment. In order for visitors to get inside the 3D modeled world, they had to jack into the system through a USB connection wearing torture-like headsets complete with metal spikes attached. A zap of energy would transport the users into the system falling through a tunnel of 1’s and 0’s.",consciousness,Matt Groening,20th Television,"20th Century Fox Television, Rough Draft Studios, The Curiosity Company",100,2012,"Dystopia, Utopia",10,2121
Robocop,,"exoskeleton, implant","consciousness transfer, manipulation",1-Jan-14,Movie,"dystopia, utopia",Invasive,0.137931034,0.050955414,0.369426752,58,Parts of the brain of the policeman reused to be built into a new “robocop” – half-human/half cyborg system,military,Jose Padilha,Sony Pictures Releasing,"Columbia Pictures, Metro-Goldwyn-Mayer",50,2014,"Dystopia, Utopia",8,2071
Westworld,Hat,hat,"consciousness transfer, storage",1-Jan-18,"Movie, TV Series",dystopia,Non-invasive,0.050632911,0.026143791,0.516339869,79,"The cowboy hats were scanning brains and making copies of the guests allowing Delos to save those scans in the servers stored at the Valley Beyond (aka the Forge), creating a “Cradle” similar but much bigger than where Ford was hiding out. ",emulation,"Jonathan Nolan, Lisa Joy",Warner Bros. Television,"Bad Robot Productions, HBO Entertainment, Warner Bros. Television",75,2018,Dystopia,4,2096
The Quantum Thief,Gogol,N/A,"cerebral defense, consciousness transfer",1-Jan-10,Novel,dystopia,N/A,0.107142857,0.074534161,0.695652174,112,"Brain emulation; Gogal Pirates; gogol piracy – defined as the 'uploading of a human mind without the victim’s knowledge, stealing their mind,' disconnecting or disassociating the mind from its human prime; creating a discontinuity of the soul.",emulation,Hannu Rajaniemi,,,100,2010,Dystopia,12,2121
Possessor: Uncut,,N/A,"consciousness transfer, knowledge upload",1-Jan-20,Movie,dystopia,N/A,0.019607843,0.013245033,0.675496689,102,"""possessor"": a contract killer whose consciousness is implanted into the body of another person in order to carry out an assassination.",assasination,Brandon Cronenberg,,"Particular Crowd, Rhombus Media",100,2020,Dystopia,2,2121
Criminal,,headset,consciousness transfer,1-Jan-16,Movie,utopia,Non-invasive,0.056603774,0.038709677,0.683870968,106,"One time usage, transfer of the knowledge",knowledge,Ariel Vromen,Lionsgate Premiere,"Millennium Films, Summit Entertainment",100,2016,"Dystopia, Utopia",6,2121
The Winter Market,,N/A,consciousness transfer,1-Jan-86,Short Story,"dystopia, utopia",N/A,0.264705882,0.194594595,0.735135135,136,"consciousness is separated from the body and ""uploaded"" into a supercomputer, where it continues to think and function on its own.",consciousness,William Gibson,,,100,1986,"Dystopia, Utopia",36,2121
Count Zero,Biosoft,N/A,"consciousness transfer, memory",1-Jan-86,Novel,"dystopia, utopia",N/A,0.264705882,0.194594595,0.735135135,136,"A biography that includes actual life experience from the subject; a biographical download.
",BIO,William Gibson,,,100,1986,"Dystopia, Utopia",36,2121
Count Zero,Dustplug,cover,"consciousness transfer, memory",1-Jan-86,Novel,utopia,N/A,0.782608696,0.194594595,0.248648649,46,"A cover specially made to protect one's microsoft socket; a tongue retainer for your brain.
",,William Gibson,,,10,1986,Utopia,36,2031
Joe 90,BIG RAT,tool,"knowledge upload, recording brain activity",1-Jan-68,"Novel, TV Series, comics",utopia,Non-invasive,0.350649351,0.266009852,0.75862069,154,"The ""BIG RAT"" (Brain Impulse Galvanoscope Record And Transfer), a machine capable of recording knowledge and experience from leading experts in various fields and transferring it to another human brain. At the heart of the design is the ""Rat Trap"": a spherical, rotating cage in which a subject is seated during the transfer of ""brain patterns"".",knowledge,"Gerry Anderson, Sylvia Anderson",ITC Entertainment,Century 21 Productions,100,1968,Utopia,54,2121
Hostile Waters Antaeus Rising,soulcatcher chips,N/A,"consciousness transfer, knowledge upload, linking, storage",1-Jan-01,game,dystopia,N/A,0.143835616,0.123529412,0.858823529,146,"On board are a series of ""soulcatcher"" chips, a classified 1990s military program researched into for the storage of human brain functions on a silicon chip. The soulcatcher technology was used to store the minds of every crew member ever assigned to an Antaeus vessel.",military,,,,125,2001,"Dystopia, Utopia",21,2146
Down and Out in the Magic Kingdom,,N/A,"consciousness transfer, knowledge upload, memory, storage",1-Jan-03,Novel,"dystopia, utopia",N/A,0.131944444,0.113095238,0.857142857,144,"""Refresh"" or a ""restore from backup"" is the cure for dying; which consists of creating a ""force-grown"" clone and downloading into its mind a backup of one's own mind created earlier. Synthesized memories (from other data sources filling in the time gap between last backup and death) were an innovation created in the book.","backup, clones, eternal life",Cory Doctorow,,,125,2003,"Dystopia, Utopia",19,2146
Upload,Horizen System,"MRI, chair, glasses, headset, software, tool",consciousness transfer,1-Jan-20,TV Series,"dystopia, utopia",Non-invasive,0.019607843,0.013245033,0.675496689,102,Uploading consciousness into computer for an afterlife experience.,"XR, consciousness, digital clones, eternal life, hologram",Greg Daniels,Amazon Prime Video,"3 Arts Entertainment, Amazon Studios, Deedle-Dee Productions",100,2020,"Dystopia, Utopia",2,2121
Accelerando,,N/A,consciousness transfer,1-Jan-05,Short Story,"dystopia, utopia",N/A,0.145299145,0.102409639,0.704819277,117,Uploading consciousness into computer,consciousness,Charles Stross,,,100,2005,"Dystopia, Utopia",17,2121
Learning to be me (Axiomatic) ,jewel,implant,"consciousness transfer, reading thoughts, recording brain activity",1-Jan-95,Short Story,"dystopia, utopia",Invasive,0.177631579,0.153409091,0.863636364,152,"neural implant called a ""jewel""—a small computer inserted into the brain at birth that monitors its activity in order to learn how to mimic its behavior. By the time one reaches adulthood, the jewel's simulation is a near-perfect predictor of the brain's activity, and the jewel is given control of the person's body while the redundant brain is discarded. In this way, people with the jewel can eliminate the cognitive decline associated with aging by implementing their minds on a machine. Also, by transplanting the jewels into cloned bodies genetically altered to develop without brains, they can live youthfully forever.","clones, eternal life, stimulations",Greg Egan,,,125,1995,"Dystopia, Utopia",27,2146
Closer (Axiomatic),jewel,implant,"consciousness transfer, reading thoughts, recording brain activity",1-Jan-95,Short Story,"dystopia, utopia",Invasive,0.177631579,0.153409091,0.863636364,152,"neural implant called a ""jewel""—a small computer inserted into the brain at birth that monitors its activity in order to learn how to mimic its behavior. By the time one reaches adulthood, the jewel's simulation is a near-perfect predictor of the brain's activity, and the jewel is given control of the person's body while the redundant brain is discarded. In this way, people with the jewel can eliminate the cognitive decline associated with aging by implementing their minds on a machine. Also, by transplanting the jewels into cloned bodies genetically altered to develop without brains, they can live youthfully forever.
in ""Closer"" a couple arranges to have the internal states of their jewels gradually made more similar so they can temporarily become a single person.","clones, eternal life, stimulations",Greg Egan,,,125,1995,"Dystopia, Utopia",27,2146
